,stock_id,date_id,seconds_in_bucket,imbalance_size,imbalance_buy_sell_flag,reference_price,matched_size,far_price,near_price,bid_price,bid_size,ask_price,ask_size,wap,target,time_id,row_id
154724,0,14,370,0.0,0,0.998284,27948813.88,0.998284,0.998284,0.998077,94031.28,0.998387,77319.23,0.998247,-4.0197372,807,14_370_0
154916,0,14,380,0.0,0,0.998284,27948813.88,0.998284,0.998284,0.998077,94031.28,0.998284,69763.96,0.998196,-2.539754,808,14_380_0
155108,0,14,390,0.0,0,0.998284,27948813.88,0.998284,0.998284,0.99818,62113.5,0.998284,38704.0,0.998244,-1.6099215,809,14_390_0
155300,0,14,400,0.0,0,0.99849,27925551.55,0.99849,0.99849,0.998387,67739.0,0.99849,9678.0,0.998477,-4.609823,810,14_400_0
155492,0,14,410,0.0,0,0.998387,27925551.55,0.998387,0.998387,0.998284,52830.96,0.998387,9677.0,0.998371,-1.770258,811,14_410_0
155684,0,14,420,0.0,0,0.99818,28006969.7,0.99818,0.99818,0.998077,5030.48,0.99818,38022.75,0.998089,-0.5197525,812,14_420_0
155876,0,14,430,0.0,0,0.997974,28091489.49,0.997974,0.997974,0.997871,19344.0,0.998077,59204.88,0.997922,2.7394295,813,14_430_0
156068,0,14,440,0.0,0,0.997923,28091489.49,0.997923,0.997923,0.997871,23309.52,0.997974,77770.92,0.997895,2.449751,814,14_440_0
156260,0,14,450,0.0,0,0.998077,28115333.37,0.998077,0.998077,0.997974,52814.58,0.998077,29022.0,0.998041,2.6404858,815,14_450_0
156452,0,14,460,311618.26,1,0.99818,28394965.93,0.998284,0.998284,0.998077,91225.82,0.99818,39183.75,0.998149,2.1505356,816,14_460_0
156644,0,14,470,175533.64,1,0.998387,28414351.21,0.99849,0.99849,0.998284,82246.0,0.998387,15096.12,0.998371,-0.93996525,817,14_470_0
156836,0,14,480,122611.85,1,0.998387,28473670.14,0.998387,0.998387,0.998284,72570.0,0.998387,26611.75,0.998359,0.90003014,818,14_480_0
157028,0,14,490,0.0,0,0.99849,28450892.44,0.99849,0.99849,0.998387,9677.0,0.99849,29130.78,0.998413,-1.3697147,819,14_490_0
157220,0,14,500,656094.56,1,0.99818,28502748.05,0.998387,0.998387,0.998077,91225.82,0.99818,19350.0,0.998162,0.029802322,820,14_500_0
157412,0,14,510,621201.06,1,0.99818,28537641.54,0.998387,0.998284,0.998077,52723.3,0.99818,43731.0,0.998134,-2.539754,821,14_510_0
157604,0,14,520,582430.52,1,0.99818,28576412.09,0.998387,0.998284,0.998077,38696.0,0.99818,29025.0,0.998136,-3.169775,822,14_520_0
157796,0,14,530,1542001.52,1,0.997974,28554312.87,0.998284,0.998284,0.997871,106392.0,0.997974,19732.92,0.997958,0.36001205,823,14_530_0
157988,0,14,540,1399325.91,1,0.998077,28612468.69,0.998284,0.998284,0.997974,33178.39,0.998077,10641.4,0.998052,1.7595291,824,14_540_0
158180,0,15,0,1518313.72,1,0.999693,7673309.79,,,0.999899,3970.44,1.000002,96.85,1.0,0.5698204,825,15_0_0
158372,0,15,10,1488096.59,1,1.000002,7699362.37,,,0.999899,79699.32,1.000002,40967.55,0.999967,2.4700165,826,15_10_0
158564,0,15,20,1476668.32,1,1.000209,7710790.64,,,1.000106,18015.96,1.000209,4746.63,1.000187,-2.5200844,827,15_20_0
158756,0,15,30,1476668.32,1,1.000106,7710790.64,,,0.999899,9199.8,1.000106,4843.0,1.000035,-4.4202805,828,15_30_0
158948,0,15,40,1476668.32,1,1.000209,7710790.64,,,1.000002,4648.8,1.000209,34001.37,1.000027,0.33020973,829,15_40_0
159140,0,15,50,1418558.46,1,0.999899,7768900.5,,,0.999796,16557.93,0.999899,19755.36,0.999843,-1.270175,830,15_50_0
159332,0,15,60,1418558.46,1,0.999899,7768900.5,,,0.999796,16751.59,0.999899,45999.0,0.999824,-1.5699863,831,15_60_0
159524,0,15,70,1418558.46,1,0.999899,7768900.5,,,0.999796,10554.47,0.999899,38929.68,0.999818,-0.6401539,832,15_70_0
159716,0,15,80,1418558.46,1,0.999899,7768900.5,,,0.999796,8036.89,0.999899,40188.6,0.999813,1.7297268,833,15_80_0
159908,0,15,90,1421560.81,1,0.999899,7768900.5,,,0.999796,18688.19,0.999899,40188.6,0.999829,2.0098686,834,15_90_0
160100,0,15,100,1421560.81,1,1.000209,7768900.5,,,1.000106,10557.74,1.000209,1162.44,1.000199,0.9703636,835,15_100_0
160292,0,15,110,1421560.81,1,1.000106,7768900.5,,,1.000002,23921.95,1.000106,89208.06,1.000024,3.2496452,836,15_110_0
160484,0,15,120,1421560.81,1,1.000106,7768900.5,,,1.000002,29732.95,1.000106,89304.92,1.000028,0.41007996,837,15_120_0
160676,0,15,130,1421560.81,1,1.000106,7768900.5,,,0.999899,33894.0,1.000106,17337.94,1.000036,-0.7599592,838,15_130_0
160868,0,15,140,1421560.81,1,1.000209,7768900.5,,,1.000106,24408.72,1.000209,9687.0,1.00018,0.9405613,839,15_140_0
161060,0,15,150,1421560.81,1,1.000106,7768900.5,,,1.000002,50846.25,1.000106,4649.28,1.000097,1.1897087,840,15_150_0
161252,0,15,160,1602766.71,1,1.000106,7768900.5,,,1.000002,50846.25,1.000209,62771.76,1.000095,-0.7802248,841,15_160_0
161444,0,15,170,1564123.65,1,1.000106,7807640.41,,,0.999899,45224.28,1.000106,14916.44,1.000055,-0.6598234,842,15_170_0
161636,0,15,180,1412844.33,1,0.999899,8100998.33,,,0.999796,96.83,0.999899,14332.32,0.999797,1.0597706,843,15_180_0
161828,0,15,190,1407808.14,1,0.999796,8302542.69,,,0.999693,19460.82,0.999796,91698.01,0.999711,0.51021576,844,15_190_0
162020,0,15,200,1407808.14,1,1.000002,8302542.69,,,0.999899,34281.36,1.000002,13559.0,0.999973,-1.1098385,845,15_200_0
162212,0,15,210,1407808.14,1,1.000002,8302542.69,,,0.999899,24791.04,1.000002,35350.25,0.999942,-0.680089,846,15_210_0
162404,0,15,220,1407808.14,1,1.000002,8302542.69,,,0.999899,36315.0,1.000002,35543.95,0.999951,-2.1600723,847,15_220_0
162596,0,15,230,1542913.56,1,1.000002,8302542.69,,,0.999899,36702.36,1.000002,32154.2,0.999954,-3.1799078,848,15_230_0
162788,0,15,240,1516086.17,1,1.000002,8345737.68,,,0.999899,193.68,1.000002,46875.4,0.9999,-2.580285,849,15_240_0
162980,0,15,250,410061.89,1,0.999796,9646720.53,,,0.999589,43274.07,0.999796,17913.55,0.999736,0.770092,850,15_250_0
163172,0,15,260,189244.43,1,0.999796,9867537.99,,,0.999796,38732.0,0.999899,81926.64,0.999829,-1.1700392,851,15_260_0
163364,0,15,270,189244.43,1,0.999848,9867537.99,,,0.999796,17719.89,0.999899,91707.48,0.999813,-1.2397766,852,15_270_0
163556,0,15,280,0.0,0,0.999796,10321182.28,,,0.999589,33786.69,0.999796,14234.01,0.999735,2.8395653,853,15_280_0
163748,0,15,290,0.0,0,0.999589,11371711.64,,,0.999486,14229.6,0.999693,14232.54,0.999589,3.6501884,854,15_290_0
163940,0,15,300,0.0,0,0.999383,11670396.31,0.999383,0.999383,0.99928,30001.8,0.999486,17714.4,0.99941,2.2995472,855,15_300_0
164132,0,15,310,0.0,0,0.999383,11670396.31,0.999383,0.999383,0.999383,18002.94,0.999589,18684.33,0.999484,1.3804436,856,15_310_0
164324,0,15,320,0.0,0,0.999383,11670396.31,0.999383,0.999383,0.999383,96.79,0.999486,19650.4,0.999383,0.38981438,857,15_320_0
164516,0,15,330,0.0,0,0.999176,11643472.08,0.999176,0.999176,0.999176,12289.79,0.99928,28453.32,0.999208,-1.6397238,858,15_330_0
164708,0,15,340,0.0,0,0.99928,11656934.19,0.99928,0.99928,0.99928,45873.72,0.999383,96.79,0.999383,-5.6302547,859,15_340_0
164900,0,15,350,0.0,0,0.999073,11630009.96,0.999073,0.999073,0.999073,36575.28,0.99928,9678.0,0.999236,-5.3697824,860,15_350_0
165092,0,15,360,0.0,0,0.998867,11603085.73,0.998867,0.998867,0.998867,33665.52,0.999073,38607.24,0.998963,-4.209876,861,15_360_0
165284,0,15,370,0.0,0,0.999073,11630009.96,0.999073,0.999073,0.999073,4450.96,0.999176,10644.7,0.999104,-7.3099136,862,15_370_0
165476,0,15,380,0.0,0,0.99897,11616547.84,0.99897,0.99897,0.99897,10642.5,0.999073,44122.56,0.99899,-2.0098686,863,15_380_0
165668,0,15,390,0.0,0,0.998763,11592238.55,0.998763,0.998763,0.998763,386.92,0.998867,126052.22,0.998764,0.25987625,864,15_390_0
165860,0,15,400,0.0,0,0.998557,11592238.55,0.998557,0.998557,0.998557,290.13,0.99866,174096.0,0.998557,3.1805038,865,15_400_0
166052,0,15,410,0.0,0,0.998454,11592238.55,0.998454,0.998454,0.998454,22241.0,0.998557,111023.08,0.998471,3.2794476,866,15_410_0
166244,0,15,420,0.0,0,0.998454,11592238.55,0.998454,0.998454,0.998454,22531.1,0.998557,143614.35,0.998468,3.9696693,867,15_420_0
166436,0,15,430,0.0,0,0.99835,11592238.55,0.99835,0.99835,0.998247,11408.24,0.998454,161198.9,0.998261,6.389618,868,15_430_0
166628,0,15,440,0.0,0,0.99866,11592238.55,0.99866,0.99866,0.99866,24760.32,0.998763,24472.69,0.998712,3.809929,869,15_440_0
166820,0,15,450,0.0,0,0.99866,11592238.55,0.99866,0.99866,0.99866,25243.92,0.998763,34145.69,0.998704,2.95043,870,15_450_0
167012,0,15,460,0.0,0,0.998867,11646377.57,0.998867,0.998867,0.998763,27374.59,0.998867,9770.74,0.99884,0.6198883,871,15_460_0
167204,0,15,470,0.0,0,0.999073,11718918.04,0.999073,0.999073,0.998867,20412.14,0.999073,29028.0,0.998952,0.5996227,872,15_470_0
167396,0,15,480,16948.71,1,0.999073,11954553.51,0.99928,0.999073,0.99897,64435.5,0.999073,43638.76,0.999031,-1.8000603,873,15_480_0
167588,0,15,490,25374.64,1,0.99897,11946127.58,0.999176,0.999073,0.998867,26506.76,0.999073,96276.2,0.998911,-2.4199486,874,15_490_0
167780,0,15,500,25374.64,1,0.99897,11946127.58,0.999176,0.99897,0.998867,16639.28,0.99897,19350.0,0.998914,-1.950264,875,15_500_0
167972,0,15,510,23340.79,1,0.99897,11948161.43,0.999176,0.99897,0.998867,94224.76,0.99897,57856.5,0.998931,-1.0097027,876,15_510_0
168164,0,15,520,19854.2,1,0.99897,11951648.02,0.999176,0.99897,0.998867,86872.52,0.99897,99072.0,0.998915,-0.24974346,877,15_520_0
168356,0,15,530,19854.2,1,0.99897,11951648.02,0.999176,0.99897,0.998867,101963.96,0.99897,86881.5,0.998922,0.5996227,878,15_530_0
168548,0,15,540,672912.15,1,0.998763,11952422.82,0.99897,0.998867,0.99866,58709.04,0.998763,24472.69,0.998733,1.1396408,879,15_540_0
168740,0,16,0,7975941.68,1,0.999761,6562145.68,,,0.999969,3373.65,1.000488,53042.0,1.0,2.8002262,880,16_0_0
168932,0,16,10,7864896.96,1,1.00028,6673190.41,,,0.999969,21398.58,1.00028,28926.0,1.000101,1.7499924,881,16_10_0
169124,0,16,20,7864896.96,1,1.000488,6673190.41,,,1.00028,26033.4,1.000488,76187.6,1.000333,2.8300285,882,16_20_0
169316,0,16,30,7864896.96,1,1.000384,6673190.41,,,1.00028,53031.0,1.000488,38190.24,1.000401,3.8003922,883,16_30_0
169508,0,16,40,7796939.9,1,1.000695,6741147.46,,,1.000591,2700.6,1.000695,16205.28,1.000606,3.2901764,884,16_40_0
169700,0,16,50,7864896.96,1,1.000488,6673190.41,,,1.000176,13015.35,1.000488,96.44,1.000485,2.629757,885,16_50_0
169892,0,16,60,7796939.9,1,1.000591,6741147.46,,,1.000384,3857.2,1.000591,3279.3,1.000496,2.8002262,886,16_60_0
170084,0,16,70,7864896.96,1,1.000384,6673190.41,,,1.00028,11184.72,1.000488,19384.44,1.000356,5.3596497,887,16_70_0
170276,0,16,80,7801663.16,1,1.000695,6741147.46,,,1.000591,28356.3,1.000799,29230.41,1.000694,3.6895275,888,16_80_0
170468,0,16,90,7791059.93,1,1.000799,6751750.69,,,1.000695,3665.48,1.000799,9839.94,1.000723,2.809763,889,16_90_0
170660,0,16,100,7870198.57,1,1.000799,6751750.69,,,1.000695,1929.2,1.000799,771.76,1.000769,7.200241,890,16_100_0
170852,0,16,110,7891019.46,1,1.000799,6751943.48,,,1.000695,1157.52,1.000799,20548.11,1.000701,8.209944,891,16_110_0
171044,0,16,120,7901622.69,1,1.000591,6741340.25,,,1.000488,4532.68,1.000695,38584.0,1.000509,9.709597,892,16_120_0
171236,0,16,130,7888127.67,1,1.001006,6754835.27,,,1.000799,9647.0,1.001006,39753.88,1.000839,6.9200993,893,16_130_0
171428,0,16,140,7888127.67,1,1.001006,6754835.27,,,1.000903,9648.0,1.001006,9649.0,1.000955,6.7698956,894,16_140_0
171620,0,16,150,7722717.3,1,1.00111,6920245.64,,,1.001006,675.43,1.00111,1254.5,1.001043,8.13961,895,16_150_0
171812,0,16,160,7709125.88,1,1.001733,6933837.05,,,1.001421,9653.0,1.001733,32830.4,1.001492,0.9596348,896,16_160_0
172004,0,16,170,7709318.67,1,1.001629,6933837.05,,,1.001421,772.24,1.001629,9655.0,1.001437,2.3698807,897,16_170_0
172196,0,16,180,7770913.79,1,1.001733,6979816.51,,,1.001421,4440.38,1.001733,6855.76,1.001544,-2.449751,898,16_180_0
172388,0,16,190,7939215.96,1,1.001421,6966321.49,,,1.001214,34647.09,1.001421,9653.0,1.001376,-1.6897917,899,16_190_0
172580,0,16,200,7853715.37,1,1.001629,7051822.08,,,1.001421,9749.53,1.001733,20953.52,1.00152,-3.3301115,900,16_200_0
172772,0,16,210,7796361.54,1,1.001733,7109175.91,,,1.001525,28962.0,1.001733,20953.52,1.001645,-5.289912,901,16_210_0
172964,0,16,220,7796361.54,1,1.001733,7109175.91,,,1.001421,193.06,1.001629,19310.0,1.001423,0.23007393,902,16_220_0
173156,0,16,230,7894393.21,1,1.001733,7109175.91,,,1.001629,6468.85,1.001733,19312.0,1.001655,1.0502338,903,16_230_0
173348,0,16,240,7881476.55,1,1.001421,7180988.68,,,1.001214,9651.0,1.001525,28962.0,1.001292,6.979704,904,16_240_0
173540,0,16,250,8003220.9,1,1.001318,7238149.73,,,1.00111,6369.0,1.001318,12933.68,1.001179,5.6803226,905,16_250_0
173732,0,16,260,7704113.45,1,1.001214,7558270.85,,,1.00111,9746.5,1.001214,11195.16,1.001158,6.4504147,906,16_260_0
173924,0,16,270,7386305.76,1,1.001214,7918202.28,,,1.001006,2894.7,1.00111,9553.5,1.001031,6.480217,907,16_270_0
174116,0,16,280,7325770.96,1,1.001525,8628907.81,,,1.001318,22682.2,1.001525,38519.46,1.001395,2.1600723,908,16_280_0
174308,0,16,290,7792795.0,1,1.001525,9245244.6,,,1.001525,13322.52,1.001836,27908.73,1.001626,-2.580285,909,16_290_0
174500,0,16,300,4145476.99,1,1.002044,14559004.64,1.027668,1.016671,1.001836,9657.0,1.002044,11397.62,1.001931,-7.06017,910,16_300_0
174692,0,16,310,3327293.28,1,1.001836,15377188.35,1.020821,1.013352,1.001629,30606.35,1.001836,11588.4,1.001779,-12.059808,911,16_310_0
174884,0,16,320,3327293.28,1,1.001836,15377188.35,1.020821,1.013352,1.001629,49916.35,1.001836,11684.97,1.001797,-11.649728,912,16_320_0
175076,0,16,330,3269457.48,1,1.001733,15435024.15,1.020199,1.012211,1.001733,27423.04,1.001836,12457.53,1.001804,-7.5799227,913,16_330_0
175268,0,16,340,3211621.69,1,1.001836,15492859.94,1.019784,1.012211,1.001629,12648.05,1.001836,12071.25,1.001735,-6.3997507,914,16_340_0
175460,0,16,350,3201500.43,1,1.001629,15502981.21,1.019576,1.012211,1.001525,2606.58,1.001629,15544.55,1.00154,-5.9998035,915,16_350_0
175652,0,16,360,3002930.86,1,1.001421,15701550.77,1.017398,1.010032,1.001318,96.52,1.001421,36777.93,1.001318,-2.9098988,916,16_360_0
175844,0,16,370,2995219.42,1,1.000799,15709262.21,1.017398,1.009513,1.000695,192.92,1.000799,12251.69,1.000697,3.5095215,917,16_370_0
176036,0,16,380,2995219.42,1,1.000799,15709262.21,1.017398,1.009513,1.000695,30288.44,1.000799,32220.98,1.000745,2.5701523,918,16_380_0
176228,0,16,390,2931214.48,1,1.001318,15773267.16,1.017294,1.009513,1.001214,31462.26,1.001318,11582.4,1.00129,-0.8702278,919,16_390_0
176420,0,16,400,2879644.23,1,1.001421,15824837.41,1.016671,1.009513,1.001318,29052.52,1.001421,19402.53,1.00138,0.079870224,920,16_400_0
176612,0,16,410,2833857.56,1,1.001318,15870624.08,1.016153,1.009513,1.00111,1061.5,1.001318,23357.84,1.001119,2.8800964,921,16_410_0
176804,0,16,420,2813807.81,1,1.001214,15890673.82,1.016153,1.009202,1.00111,30011.5,1.001214,19398.51,1.001173,2.310276,922,16_420_0
176996,0,16,430,2734861.95,1,1.001214,15969619.68,1.016049,1.00858,1.001006,22964.62,1.001214,2123.22,1.001196,3.4105778,923,16_430_0
177188,0,16,440,2708739.45,1,1.001318,15995742.18,1.014804,1.007335,1.001214,1061.61,1.001318,50962.56,1.001216,4.9698353,924,16_440_0
177380,0,16,450,2601839.63,1,1.001318,16102642.01,1.013559,1.006816,1.001214,6176.64,1.001318,51445.16,1.001225,5.489588,925,16_450_0
177572,0,16,460,2732066.56,1,1.001421,16126643.86,1.00692,1.004015,1.001318,5694.68,1.001421,15155.21,1.001346,5.1295757,926,16_460_0
177764,0,16,470,2751923.51,1,1.001421,16164622.7,1.005467,1.003392,1.001318,45847.0,1.001525,21914.58,1.001458,3.889799,927,16_470_0
177956,0,16,480,130805.29,1,1.001629,18785740.93,1.001836,1.001733,1.001525,2510.04,1.001629,101474.05,1.001528,4.6896935,928,16_480_0
178148,0,16,490,130805.29,1,1.001629,18785740.93,1.001836,1.001733,1.001525,9654.0,1.001629,91239.75,1.001535,5.760193,929,16_490_0
178340,0,16,500,121165.99,1,1.001733,18795380.22,1.001836,1.001836,1.001629,12068.75,1.001733,27809.28,1.00166,5.4502487,930,16_500_0
178532,0,16,510,0.0,0,1.001836,18839431.82,1.001836,1.001836,1.001733,26167.76,1.001836,124285.59,1.001751,8.54969,931,16_510_0
178724,0,16,520,0.0,0,1.00194,18839431.82,1.00194,1.00194,1.001836,19314.0,1.00194,212862.32,1.001845,6.6900253,932,16_520_0
178916,0,16,530,0.0,0,1.00194,18839431.82,1.00194,1.00194,1.001836,20183.13,1.00194,257675.44,1.001844,11.370182,933,16_530_0
179108,0,16,540,0.0,0,1.002044,18839431.82,1.002044,1.002044,1.00194,40177.28,1.002044,82487.86,1.001974,5.970001,934,16_540_0
179300,0,17,0,2178781.63,-1,1.000351,7209579.77,,,0.999939,9717.0,1.000145,23034.03,1.0,-2.7900934,935,17_0_0
179492,0,17,10,2552325.93,-1,0.99963,7335616.96,,,0.999527,24379.63,0.99963,33027.6,0.999571,3.039837,936,17_10_0
179684,0,17,20,2487412.4,-1,0.999424,7400530.48,,,0.999424,43898.24,0.999527,46136.75,0.999475,1.360178,937,17_20_0
179876,0,17,30,2458259.62,-1,0.999424,7429683.26,,,0.999424,47783.04,0.99963,42547.32,0.999533,3.44038,938,17_30_0
180068,0,17,40,2458259.62,-1,0.999424,7429683.26,,,0.999424,47783.04,0.99963,52358.46,0.999523,3.5905838,939,17_40_0
180260,0,17,50,2457579.39,-1,0.999424,7430363.5,,,0.999424,32826.56,0.99963,58575.42,0.999498,4.2402744,940,17_50_0
180452,0,17,60,2450971.43,-1,0.99963,7436971.46,,,0.99963,46432.92,0.999733,22538.8,0.999699,1.8298626,941,17_60_0
180644,0,17,70,2449513.79,-1,0.999733,7438526.27,,,0.999733,29145.0,0.999836,10687.6,0.999808,-1.360178,942,17_70_0
180836,0,17,80,2364582.02,-1,0.999733,7523458.04,,,0.999733,13406.7,0.999836,48677.16,0.999755,0.8404255,943,17_80_0
181028,0,17,90,2332319.61,-1,0.999836,7555720.45,,,0.999836,47705.56,0.999939,23612.31,0.999905,-0.93996525,944,17_90_0
181220,0,17,100,1980251.2,-1,0.999836,7907788.86,,,0.999939,9717.0,1.000042,13605.2,0.999982,-0.119805336,945,17_100_0
181412,0,17,110,1912228.04,-1,0.999939,7975812.02,,,0.999939,25069.86,1.000042,194.36,1.000041,-0.79989433,946,17_110_0
181604,0,17,120,1912228.04,-1,0.999939,7975812.02,,,0.999939,47516.13,1.000042,38872.0,0.999996,-2.0700693,947,17_120_0
181796,0,17,130,2706641.31,-1,0.999836,7975812.02,,,0.999527,3302.42,0.99963,9714.0,0.999553,-1.7297268,948,17_130_0
181988,0,17,140,2450388.37,-1,0.999682,8232064.96,,,0.99963,22730.76,0.999733,15641.15,0.999691,-2.5701523,949,17_140_0
182180,0,17,150,2450388.37,-1,0.99963,8232064.96,,,0.99963,10005.42,0.999733,28756.4,0.999657,-3.439784,950,17_150_0
182372,0,17,160,2442517.12,-1,0.999733,8239936.21,,,0.999733,19915.75,0.999836,42847.56,0.999766,-4.7802925,951,17_160_0
182564,0,17,170,2442517.12,-1,0.99963,8239936.21,,,0.99963,23119.32,0.999836,53632.32,0.999692,-4.2700768,952,17_170_0
182756,0,17,180,3984213.32,-1,0.99963,8380744.14,,,0.999424,13111.2,0.99963,9325.44,0.999545,-2.4598837,953,17_180_0
182948,0,17,190,4154076.86,-1,0.999219,8402705.9,,,0.999219,776.8,0.999321,9711.0,0.999226,1.039505,954,17_190_0
183140,0,17,200,4153785.33,-1,0.999424,8402997.43,,,0.999321,3398.85,0.999424,19424.0,0.999337,0.95009804,955,17_200_0
183332,0,17,210,4049612.73,-1,0.999321,8507170.03,,,0.999219,13108.5,0.999424,29136.0,0.999282,1.7297268,956,17_210_0
183524,0,17,220,3427103.69,-1,0.999321,9129679.07,,,0.999321,32531.85,0.999527,29430.39,0.99943,2.2304058,957,17_220_0
183716,0,17,230,3427103.69,-1,0.999424,9129679.07,,,0.999321,26608.14,0.999527,39143.39,0.999405,-0.43988228,958,17_230_0
183908,0,17,240,3444595.36,-1,0.999424,9197896.57,,,0.999321,36610.47,0.99963,48570.0,0.999454,0.859499,959,17_240_0
184100,0,17,250,3509314.53,-1,0.999424,9197896.57,,,0.999321,47778.12,0.99963,52552.74,0.999469,-2.1201372,960,17_250_0
184292,0,17,260,3460046.33,-1,0.999527,9247164.77,,,0.999424,16607.52,0.999527,9810.13,0.999489,-2.7298927,961,17_260_0
184484,0,17,270,3432351.19,-1,0.999424,9274859.91,,,0.999321,26025.48,0.999424,19424.0,0.99938,-1.9001961,962,17_270_0
184676,0,17,280,3404753.22,-1,0.999321,9442877.1,,,0.999321,32240.52,0.999527,16997.75,0.999456,-5.2702427,963,17_280_0
184868,0,17,290,1576290.84,-1,0.999424,12056132.34,,,0.999424,1068.32,0.999527,29139.0,0.999428,-0.38027763,964,17_290_0
185060,0,17,300,0.0,0,0.999424,14549861.18,0.999424,0.999424,0.999527,48662.13,0.99963,19719.42,0.999601,-2.6100874,965,17_300_0
185252,0,17,310,0.0,0,0.999424,14549861.18,0.999424,0.999424,0.999424,37488.32,0.999527,25350.93,0.999486,1.3101101,966,17_310_0
185444,0,17,320,0.0,0,0.999424,14549861.18,0.999424,0.999424,0.999424,25833.92,0.999527,19426.0,0.999483,0.02026558,967,17_320_0
185636,0,17,330,0.0,0,0.999424,14549861.18,0.999424,0.999424,0.999424,25154.08,0.999527,47982.22,0.99946,-2.5498867,968,17_330_0
185828,0,17,340,0.0,0,0.999219,14549861.18,0.999219,0.999219,0.999219,14370.8,0.999424,29815.84,0.999286,-0.15974045,969,17_340_0
186020,0,17,350,0.0,0,0.999424,14549861.18,0.999424,0.999424,0.999424,29136.0,0.999527,22534.16,0.999482,-1.8799305,970,17_350_0
186212,0,17,360,0.0,0,0.999424,14549861.18,0.999424,0.999424,0.999424,194.24,0.999527,33801.24,0.999425,-1.9097328,971,17_360_0
186404,0,17,370,0.0,0,0.999321,14549861.18,0.999321,0.999321,0.999321,46224.36,0.999527,30207.43,0.999446,-3.3402443,972,17_370_0
186596,0,17,380,0.0,0,0.999321,14549861.18,0.999321,0.999321,0.999321,36319.14,0.999527,61774.68,0.999398,1.5604496,973,17_380_0
186788,0,17,390,0.0,0,0.999116,14549861.18,0.999116,0.999116,0.999116,9806.09,0.999219,53599.2,0.999132,-0.7301569,974,17_390_0
186980,0,17,400,0.0,0,0.999013,14549861.18,0.999013,0.999013,0.999013,20580.96,0.999116,4660.32,0.999097,0.92983246,975,17_400_0
187172,0,17,410,0.0,0,0.999116,14549861.18,0.999116,0.999116,0.999116,22039.43,0.999219,45734.1,0.999149,1.3697147,976,17_410_0
187364,0,17,420,0.0,0,0.999116,14549861.18,0.999116,0.999116,0.999013,22716.72,0.999219,60299.1,0.999069,1.1205673,977,17_420_0
187556,0,17,430,0.0,0,0.999013,14549861.18,0.999013,0.999013,0.999013,16697.76,0.999219,54861.5,0.999061,0.269413,978,17_430_0
187748,0,17,440,0.0,0,0.999219,14549861.18,0.999219,0.999219,0.999219,20585.2,0.999321,14566.5,0.999279,-2.809763,979,17_440_0
187940,0,17,450,0.0,0,0.99891,14549861.18,0.99891,0.99891,0.99891,2135.54,0.999013,40773.6,0.998915,2.6595592,980,17_450_0
188132,0,17,460,0.0,0,0.999013,14549861.18,0.999013,0.999013,0.999013,13785.36,0.999219,19420.0,0.999098,1.8405914,981,17_460_0
188324,0,17,470,0.0,0,0.999116,14549861.18,0.999116,0.999116,0.999116,26602.66,0.999219,78359.7,0.999142,1.9204617,982,17_470_0
188516,0,17,480,193282.93,1,0.999064,14625366.88,0.99963,0.999424,0.999013,20386.8,0.999116,23010.33,0.999061,2.2399426,983,17_480_0
188708,0,17,490,96398.53,1,0.999219,14673663.32,0.999424,0.999321,0.999116,31457.16,0.999219,75835.1,0.999146,3.9303303,984,17_490_0
188900,0,17,500,136337.84,1,0.999116,14682311.98,0.999424,0.999219,0.999013,18639.36,0.999116,57671.46,0.999038,3.8301945,985,17_500_0
189092,0,17,510,87749.87,1,0.999219,14682311.98,0.999424,0.999321,0.999116,5048.68,0.999219,36606.7,0.999128,2.7894974,986,17_510_0
189284,0,17,520,87749.87,1,0.999219,14682311.98,0.999424,0.999321,0.999116,45341.03,0.999219,36606.7,0.999173,2.6595592,987,17_520_0
189476,0,17,530,87749.87,1,0.999321,14682311.98,0.999424,0.999321,0.999219,118656.2,0.999321,104004.81,0.999273,3.2901764,988,17_530_0
189668,0,17,540,85514.82,1,0.99927,14684547.02,0.999424,0.999321,0.999116,29127.0,0.999321,145956.33,0.99915,5.8305264,989,17_540_0
189860,0,18,0,0.0,0,0.999916,6851277.91,,,0.999916,13159.36,1.000123,19356.0,1.0,2.5498867,990,18_0_0
190052,0,18,10,0.0,0,1.000226,6851277.91,,,1.000226,3484.44,1.00033,14810.4,1.000246,3.6394596,991,18_10_0
190244,0,18,20,0.0,0,1.000226,6851277.91,,,1.000123,20420.58,1.00033,16359.2,1.000238,3.809929,992,18_20_0
190436,0,18,30,0.0,0,1.000226,6851277.91,,,1.000226,13260.23,1.000433,32818.59,1.000286,3.080368,993,18_30_0
190628,0,18,40,0.0,0,1.000123,6853019.74,,,1.000123,13258.86,1.000226,9679.0,1.000183,3.939867,994,18_40_0
190820,0,18,50,0.0,0,1.000123,6853019.74,,,1.000123,29130.78,1.00033,36687.2,1.000215,6.109476,995,18_50_0
191012,0,18,60,0.0,0,1.000123,6853019.74,,,1.000123,67842.78,1.000226,5129.87,1.000219,5.520582,996,18_60_0
191204,0,18,70,0.0,0,1.000123,6853019.74,,,1.000123,10839.36,1.000226,10162.95,1.000176,6.5398216,997,18_70_0
191396,0,18,80,0.0,0,1.00002,6853019.74,,,1.00002,9677.0,1.000123,3967.98,1.000093,5.710125,998,18_80_0
